symbol,perp_source,spot_source,window_from_ms,window_to_ms,window_days,covered_days,min_rate_per_8h_bps,persistence_periods,min_net_apr_frac,exit_net_apr_frac,exit_persistence_periods,exit_negative_min_bps,exit_negative_periods,exit_negative_cum_cost_frac,min_hold_recovered_cost_frac,notional_quote,holding_days,round_trip_cost_pct,cost_book_sampled_at_ms,settlements,trades,periods_in_position,total_return_frac,realized_apr_frac,max_drawdown_frac,capital_per_notional_frac,total_return_on_capital_frac,realized_apr_on_capital_frac,funding_reversals,positive_funding_period_share,dropped_special,basis_not_evaluable,basis_evaluable,entered_without_basis,liquidations,perp_margin_frac,min_liquidation_buffer_pct,max_basis_pct,max_basis_widen_pct,min_trailing_mean_bps,trailing_mean_days,trailing_mean_min_cost_frac,coverage_short,ok,reason_vi,assumptions_vi
SOLUSDT,bybit_futures,binance_spot,1694856033517,1789550433517,1096,1096,0.3,6,0.02,0,48,2,2,1,1,50000,90,0.3476650737520753,1789548622867,3288,2,3118,0.19291799852495065,0.06424732615110126,0.018824620737521836,2,0.09645899926247532,0.03212366307555063,820,0.7251443232841565,0,0,3288,0,0,0,0,2,2,0,0,0,false,true,,"Chi phí vào/ra định giá trên MỘT phép đo sổ lệnh (binance_spot / bybit_futures), giữ CỐ ĐỊNH suốt cửa sổ — độ sâu không backfill được, nên đây là tham số được NÊU chứ không phải đo từ quá khứ. | Sổ lệnh hôm nay không đại diện cho sổ lúc thị trường căng — mà đó đúng là lúc funding đảo chiều và vị thế phải thoát (PLAN §7.4 mục 2). Chi phí thoát thực tế cao hơn con số này. | Điều kiện thoát theo basis ĐƯỢC đánh giá từ nến 1h đã lưu (price_history). Giá dùng là nến ĐÃ ĐÓNG gần nhất tại hoặc trước mốc settle — không phải nến đang chứa mốc đó, vì giá đóng của nến ấy nằm ở TƯƠNG LAI so với quyết định — nên nó cũ tối đa 1 giờ. Chân nào không có nến trong 2 chu kỳ thì mốc đó vẫn báo không đánh giá được. Xem BasisEvaluable / BasisNotEvaluable. | Giả định giữ 90 ngày để khấu hao chi phí, vốn 50000 mỗi vị thế, không tái đầu tư lãi. | Quyết định chạy trên mốc ĐÃ SETTLE, nên khi funding đảo dấu vị thế luôn TRẢ mốc âm đầu tiên rồi mới thoát ở đúng mốc đó — 'thoát ngay' nghĩa là ngay mốc kế, không phải trước nó. | Đường equity ghi nhận toàn bộ chi phí vòng lúc ĐÓNG; trong lúc giữ nó là số thô của một khoản chắc chắn phải trả. Lệnh vào ở mốc cuối cửa sổ bị đóng cưỡng bức với 0 kỳ funding và trọn phí — cố ý, thận trọng. | CỔNG GIỮ TỐI THIỂU 1.00× chi phí vòng: hai lối thoát vì LỢI SUẤT (đảo dấu, suy giảm) bị chặn cho tới khi vị thế hoàn lại chừng đó chi phí vào/ra. Lối thoát vì RỦI RO (mất chân hedge, basis vượt hạn, không định giá được) KHÔNG bị chặn. Nên một phần số kỳ giữ dưới đây là giữ NGƯỢC lại phán quyết của chính luật."
SOLUSDT,hyperliquid_futures,binance_spot,1694856033517,1789550433517,1096,364.99999967592595,0.3,6,0.02,0,48,2,2,1,1,50000,90,0.33565504643420135,1789548622867,8760,3,8643,-0.00523453379302612,-0.005234533797673727,0.027389522464342182,2,-0.00261726689651306,-0.0026172668988368635,1098,0.6332292028230938,0,3638,5005,3,0,0,0,2,2,0,0,0,true,true,,"CHÂN SPOT KHÁC QUOTE: spot quote USDT ghép với perp quote USD theo khai báo hedge.quote_equivalents. Vị thế trung tính về coin nhưng CÒN MỞ rủi ro USDT/USD — không con số nào ở đây trừ khoản đó, và funding thu được tính bằng USD trong khi vốn spot nằm ở USDT. | Chi phí vào/ra định giá trên MỘT phép đo sổ lệnh (binance_spot / hyperliquid_futures), giữ CỐ ĐỊNH suốt cửa sổ — độ sâu không backfill được, nên đây là tham số được NÊU chứ không phải đo từ quá khứ. | Sổ lệnh hôm nay không đại diện cho sổ lúc thị trường căng — mà đó đúng là lúc funding đảo chiều và vị thế phải thoát (PLAN §7.4 mục 2). Chi phí thoát thực tế cao hơn con số này. | Điều kiện thoát theo basis ĐƯỢC đánh giá từ nến 1h đã lưu (price_history). Giá dùng là nến ĐÃ ĐÓNG gần nhất tại hoặc trước mốc settle — không phải nến đang chứa mốc đó, vì giá đóng của nến ấy nằm ở TƯƠNG LAI so với quyết định — nên nó cũ tối đa 1 giờ. Chân nào không có nến trong 2 chu kỳ thì mốc đó vẫn báo không đánh giá được. Xem BasisEvaluable / BasisNotEvaluable. LƯU Ý chuỗi khác quote: basis đo được ở đây là basis theo coin CỘNG chênh USD/USDT, nên lối thoát basis trên chuỗi này một phần đang canh đúng rủi ro quote chưa ai trừ. | Giả định giữ 90 ngày để khấu hao chi phí, vốn 50000 mỗi vị thế, không tái đầu tư lãi. | Quyết định chạy trên mốc ĐÃ SETTLE, nên khi funding đảo dấu vị thế luôn TRẢ mốc âm đầu tiên rồi mới thoát ở đúng mốc đó — 'thoát ngay' nghĩa là ngay mốc kế, không phải trước nó. | Đường equity ghi nhận toàn bộ chi phí vòng lúc ĐÓNG; trong lúc giữ nó là số thô của một khoản chắc chắn phải trả. Lệnh vào ở mốc cuối cửa sổ bị đóng cưỡng bức với 0 kỳ funding và trọn phí — cố ý, thận trọng. | CỔNG GIỮ TỐI THIỂU 1.00× chi phí vòng: hai lối thoát vì LỢI SUẤT (đảo dấu, suy giảm) bị chặn cho tới khi vị thế hoàn lại chừng đó chi phí vào/ra. Lối thoát vì RỦI RO (mất chân hedge, basis vượt hạn, không định giá được) KHÔNG bị chặn. Nên một phần số kỳ giữ dưới đây là giữ NGƯỢC lại phán quyết của chính luật."
SOLUSDT,kraken_futures,binance_spot,1694856033517,1789550433517,1096,365,0.3,6,0.02,0,48,2,2,1,1,50000,90,0.341725455237714,1789548622867,8753,2,8555,-0.00557439872299631,-0.00557439872299631,0.01763266369110752,2,-0.002787199361498155,-0.002787199361498155,1754,0.526125073056692,0,212,8540,0,0,0,0,2,2,0,0,0,true,true,,"CHÂN SPOT KHÁC QUOTE: spot quote USDT ghép với perp quote USD theo khai báo hedge.quote_equivalents. Vị thế trung tính về coin nhưng CÒN MỞ rủi ro USDT/USD — không con số nào ở đây trừ khoản đó, và funding thu được tính bằng USD trong khi vốn spot nằm ở USDT. | Chi phí vào/ra định giá trên MỘT phép đo sổ lệnh (binance_spot / kraken_futures), giữ CỐ ĐỊNH suốt cửa sổ — độ sâu không backfill được, nên đây là tham số được NÊU chứ không phải đo từ quá khứ. | Sổ lệnh hôm nay không đại diện cho sổ lúc thị trường căng — mà đó đúng là lúc funding đảo chiều và vị thế phải thoát (PLAN §7.4 mục 2). Chi phí thoát thực tế cao hơn con số này. | Điều kiện thoát theo basis ĐƯỢC đánh giá từ nến 1h đã lưu (price_history). Giá dùng là nến ĐÃ ĐÓNG gần nhất tại hoặc trước mốc settle — không phải nến đang chứa mốc đó, vì giá đóng của nến ấy nằm ở TƯƠNG LAI so với quyết định — nên nó cũ tối đa 1 giờ. Chân nào không có nến trong 2 chu kỳ thì mốc đó vẫn báo không đánh giá được. Xem BasisEvaluable / BasisNotEvaluable. LƯU Ý chuỗi khác quote: basis đo được ở đây là basis theo coin CỘNG chênh USD/USDT, nên lối thoát basis trên chuỗi này một phần đang canh đúng rủi ro quote chưa ai trừ. | Giả định giữ 90 ngày để khấu hao chi phí, vốn 50000 mỗi vị thế, không tái đầu tư lãi. | Quyết định chạy trên mốc ĐÃ SETTLE, nên khi funding đảo dấu vị thế luôn TRẢ mốc âm đầu tiên rồi mới thoát ở đúng mốc đó — 'thoát ngay' nghĩa là ngay mốc kế, không phải trước nó. | Đường equity ghi nhận toàn bộ chi phí vòng lúc ĐÓNG; trong lúc giữ nó là số thô của một khoản chắc chắn phải trả. Lệnh vào ở mốc cuối cửa sổ bị đóng cưỡng bức với 0 kỳ funding và trọn phí — cố ý, thận trọng. | CỔNG GIỮ TỐI THIỂU 1.00× chi phí vòng: hai lối thoát vì LỢI SUẤT (đảo dấu, suy giảm) bị chặn cho tới khi vị thế hoàn lại chừng đó chi phí vào/ra. Lối thoát vì RỦI RO (mất chân hedge, basis vượt hạn, không định giá được) KHÔNG bị chặn. Nên một phần số kỳ giữ dưới đây là giữ NGƯỢC lại phán quyết của chính luật."
SOLUSDT,okx_futures,binance_spot,1694856033517,1789550433517,1096,105.33333333333333,0.3,6,0.02,0,48,2,2,1,1,50000,90,0.33899721111441083,1789548622867,316,1,241,0.003371244550582096,0.011682002477491757,0.003662560624023008,2,0.001685622275291048,0.005841001238745878,96,0.6970954356846473,0,27,289,0,0,0,0,2,2,0,0,0,true,true,,"Chi phí vào/ra định giá trên MỘT phép đo sổ lệnh (binance_spot / okx_futures), giữ CỐ ĐỊNH suốt cửa sổ — độ sâu không backfill được, nên đây là tham số được NÊU chứ không phải đo từ quá khứ. | Sổ lệnh hôm nay không đại diện cho sổ lúc thị trường căng — mà đó đúng là lúc funding đảo chiều và vị thế phải thoát (PLAN §7.4 mục 2). Chi phí thoát thực tế cao hơn con số này. | Điều kiện thoát theo basis ĐƯỢC đánh giá từ nến 1h đã lưu (price_history). Giá dùng là nến ĐÃ ĐÓNG gần nhất tại hoặc trước mốc settle — không phải nến đang chứa mốc đó, vì giá đóng của nến ấy nằm ở TƯƠNG LAI so với quyết định — nên nó cũ tối đa 1 giờ. Chân nào không có nến trong 2 chu kỳ thì mốc đó vẫn báo không đánh giá được. Xem BasisEvaluable / BasisNotEvaluable. | Giả định giữ 90 ngày để khấu hao chi phí, vốn 50000 mỗi vị thế, không tái đầu tư lãi. | Quyết định chạy trên mốc ĐÃ SETTLE, nên khi funding đảo dấu vị thế luôn TRẢ mốc âm đầu tiên rồi mới thoát ở đúng mốc đó — 'thoát ngay' nghĩa là ngay mốc kế, không phải trước nó. | Đường equity ghi nhận toàn bộ chi phí vòng lúc ĐÓNG; trong lúc giữ nó là số thô của một khoản chắc chắn phải trả. Lệnh vào ở mốc cuối cửa sổ bị đóng cưỡng bức với 0 kỳ funding và trọn phí — cố ý, thận trọng. | CỔNG GIỮ TỐI THIỂU 1.00× chi phí vòng: hai lối thoát vì LỢI SUẤT (đảo dấu, suy giảm) bị chặn cho tới khi vị thế hoàn lại chừng đó chi phí vào/ra. Lối thoát vì RỦI RO (mất chân hedge, basis vượt hạn, không định giá được) KHÔNG bị chặn. Nên một phần số kỳ giữ dưới đây là giữ NGƯỢC lại phán quyết của chính luật."
SOLUSDT,gate_futures,binance_spot,1694856033517,1789550433517,1096,191.33333333333334,0.3,6,0.02,0,48,2,2,1,1,50000,90,0.34676161211719236,1789548622867,574,1,349,-0.003177616121171922,-0.0060618286632112455,0.0038516161211719223,2,-0.001588808060585961,-0.0030309143316056227,198,0.5071633237822349,0,27,547,0,0,0,0,2,2,0,0,0,true,true,,"Chi phí vào/ra định giá trên MỘT phép đo sổ lệnh (binance_spot / gate_futures), giữ CỐ ĐỊNH suốt cửa sổ — độ sâu không backfill được, nên đây là tham số được NÊU chứ không phải đo từ quá khứ. | Sổ lệnh hôm nay không đại diện cho sổ lúc thị trường căng — mà đó đúng là lúc funding đảo chiều và vị thế phải thoát (PLAN §7.4 mục 2). Chi phí thoát thực tế cao hơn con số này. | Điều kiện thoát theo basis ĐƯỢC đánh giá từ nến 1h đã lưu (price_history). Giá dùng là nến ĐÃ ĐÓNG gần nhất tại hoặc trước mốc settle — không phải nến đang chứa mốc đó, vì giá đóng của nến ấy nằm ở TƯƠNG LAI so với quyết định — nên nó cũ tối đa 1 giờ. Chân nào không có nến trong 2 chu kỳ thì mốc đó vẫn báo không đánh giá được. Xem BasisEvaluable / BasisNotEvaluable. | Giả định giữ 90 ngày để khấu hao chi phí, vốn 50000 mỗi vị thế, không tái đầu tư lãi. | Quyết định chạy trên mốc ĐÃ SETTLE, nên khi funding đảo dấu vị thế luôn TRẢ mốc âm đầu tiên rồi mới thoát ở đúng mốc đó — 'thoát ngay' nghĩa là ngay mốc kế, không phải trước nó. | Đường equity ghi nhận toàn bộ chi phí vòng lúc ĐÓNG; trong lúc giữ nó là số thô của một khoản chắc chắn phải trả. Lệnh vào ở mốc cuối cửa sổ bị đóng cưỡng bức với 0 kỳ funding và trọn phí — cố ý, thận trọng. | CỔNG GIỮ TỐI THIỂU 1.00× chi phí vòng: hai lối thoát vì LỢI SUẤT (đảo dấu, suy giảm) bị chặn cho tới khi vị thế hoàn lại chừng đó chi phí vào/ra. Lối thoát vì RỦI RO (mất chân hedge, basis vượt hạn, không định giá được) KHÔNG bị chặn. Nên một phần số kỳ giữ dưới đây là giữ NGƯỢC lại phán quyết của chính luật."
SOLUSDT,paradex_futures,binance_spot,1694856033517,1789550433517,1096,0,0.3,6,0.02,0,48,2,2,1,1,50000,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,false,false,"paradex_futures/SOLUSDT là chuỗi model='continuous' — hàng của nó là MẪU chỉ số funding theo giờ, không phải mốc settle. Engine này đếm settle nên từ chối, thay vì ghi khống 8.760 kỳ/năm.","CHÂN SPOT KHÁC QUOTE: spot quote USDT ghép với perp quote USD theo khai báo hedge.quote_equivalents. Vị thế trung tính về coin nhưng CÒN MỞ rủi ro USDT/USD — không con số nào ở đây trừ khoản đó, và funding thu được tính bằng USD trong khi vốn spot nằm ở USDT. | Chi phí vào/ra định giá trên MỘT phép đo sổ lệnh (binance_spot / paradex_futures), giữ CỐ ĐỊNH suốt cửa sổ — độ sâu không backfill được, nên đây là tham số được NÊU chứ không phải đo từ quá khứ. | Sổ lệnh hôm nay không đại diện cho sổ lúc thị trường căng — mà đó đúng là lúc funding đảo chiều và vị thế phải thoát (PLAN §7.4 mục 2). Chi phí thoát thực tế cao hơn con số này. | Điều kiện thoát theo basis KHÔNG đánh giá được: chuỗi này chưa có nến giá cho cả hai chân (price_history). Chạy `go run ./cmd/backfill -prices` rồi phát lại. Xem BasisNotEvaluable. | Giả định giữ 90 ngày để khấu hao chi phí, vốn 50000 mỗi vị thế, không tái đầu tư lãi. | Quyết định chạy trên mốc ĐÃ SETTLE, nên khi funding đảo dấu vị thế luôn TRẢ mốc âm đầu tiên rồi mới thoát ở đúng mốc đó — 'thoát ngay' nghĩa là ngay mốc kế, không phải trước nó. | Đường equity ghi nhận toàn bộ chi phí vòng lúc ĐÓNG; trong lúc giữ nó là số thô của một khoản chắc chắn phải trả. Lệnh vào ở mốc cuối cửa sổ bị đóng cưỡng bức với 0 kỳ funding và trọn phí — cố ý, thận trọng. | CỔNG GIỮ TỐI THIỂU 1.00× chi phí vòng: hai lối thoát vì LỢI SUẤT (đảo dấu, suy giảm) bị chặn cho tới khi vị thế hoàn lại chừng đó chi phí vào/ra. Lối thoát vì RỦI RO (mất chân hedge, basis vượt hạn, không định giá được) KHÔNG bị chặn. Nên một phần số kỳ giữ dưới đây là giữ NGƯỢC lại phán quyết của chính luật."
HYPEUSDT,binance_futures,bybit_spot,1694856033517,1789550433517,1096,473.9999999537037,0.3,6,0.02,0,48,2,2,1,1,50000,90,0.4438547134533992,1789548622867,2843,1,2837,0.10600757286546064,0.0816303040077475,0.004438547134533996,2,0.05300378643273032,0.04081515200387375,386,0.8427916813535424,0,246,2591,1,0,0,0,2,2,0,0,0,true,true,,"Chi phí vào/ra định giá trên MỘT phép đo sổ lệnh (bybit_spot / binance_futures), giữ CỐ ĐỊNH suốt cửa sổ — độ sâu không backfill được, nên đây là tham số được NÊU chứ không phải đo từ quá khứ. | Sổ lệnh hôm nay không đại diện cho sổ lúc thị trường căng — mà đó đúng là lúc funding đảo chiều và vị thế phải thoát (PLAN §7.4 mục 2). Chi phí thoát thực tế cao hơn con số này. | Điều kiện thoát theo basis ĐƯỢC đánh giá từ nến 1h đã lưu (price_history). Giá dùng là nến ĐÃ ĐÓNG gần nhất tại hoặc trước mốc settle — không phải nến đang chứa mốc đó, vì giá đóng của nến ấy nằm ở TƯƠNG LAI so với quyết định — nên nó cũ tối đa 1 giờ. Chân nào không có nến trong 2 chu kỳ thì mốc đó vẫn báo không đánh giá được. Xem BasisEvaluable / BasisNotEvaluable. | Giả định giữ 90 ngày để khấu hao chi phí, vốn 50000 mỗi vị thế, không tái đầu tư lãi. | Quyết định chạy trên mốc ĐÃ SETTLE, nên khi funding đảo dấu vị thế luôn TRẢ mốc âm đầu tiên rồi mới thoát ở đúng mốc đó — 'thoát ngay' nghĩa là ngay mốc kế, không phải trước nó. | Đường equity ghi nhận toàn bộ chi phí vòng lúc ĐÓNG; trong lúc giữ nó là số thô của một khoản chắc chắn phải trả. Lệnh vào ở mốc cuối cửa sổ bị đóng cưỡng bức với 0 kỳ funding và trọn phí — cố ý, thận trọng. | CỔNG GIỮ TỐI THIỂU 1.00× chi phí vòng: hai lối thoát vì LỢI SUẤT (đảo dấu, suy giảm) bị chặn cho tới khi vị thế hoàn lại chừng đó chi phí vào/ra. Lối thoát vì RỦI RO (mất chân hedge, basis vượt hạn, không định giá được) KHÔNG bị chặn. Nên một phần số kỳ giữ dưới đây là giữ NGƯỢC lại phán quyết của chính luật."
HYPEUSDT,bybit_futures,bybit_spot,1694856033517,1789550433517,1096,650.3333333333334,0.3,6,0.02,0,48,2,2,1,1,50000,90,0.4658561157471055,1789548622867,1951,1,1945,0.19236216884252183,0.10796339050874494,0.004658561157471042,2,0.09618108442126092,0.05398169525437247,348,0.8236503856041131,0,649,1296,1,0,0,0,2,2,0,0,0,true,true,,"Chi phí vào/ra định giá trên MỘT phép đo sổ lệnh (bybit_spot / bybit_futures), giữ CỐ ĐỊNH suốt cửa sổ — độ sâu không backfill được, nên đây là tham số được NÊU chứ không phải đo từ quá khứ. | Sổ lệnh hôm nay không đại diện cho sổ lúc thị trường căng — mà đó đúng là lúc funding đảo chiều và vị thế phải thoát (PLAN §7.4 mục 2). Chi phí thoát thực tế cao hơn con số này. | Điều kiện thoát theo basis ĐƯỢC đánh giá từ nến 1h đã lưu (price_history). Giá dùng là nến ĐÃ ĐÓNG gần nhất tại hoặc trước mốc settle — không phải nến đang chứa mốc đó, vì giá đóng của nến ấy nằm ở TƯƠNG LAI so với quyết định — nên nó cũ tối đa 1 giờ. Chân nào không có nến trong 2 chu kỳ thì mốc đó vẫn báo không đánh giá được. Xem BasisEvaluable / BasisNotEvaluable. | Giả định giữ 90 ngày để khấu hao chi phí, vốn 50000 mỗi vị thế, không tái đầu tư lãi. | Quyết định chạy trên mốc ĐÃ SETTLE, nên khi funding đảo dấu vị thế luôn TRẢ mốc âm đầu tiên rồi mới thoát ở đúng mốc đó — 'thoát ngay' nghĩa là ngay mốc kế, không phải trước nó. | Đường equity ghi nhận toàn bộ chi phí vòng lúc ĐÓNG; trong lúc giữ nó là số thô của một khoản chắc chắn phải trả. Lệnh vào ở mốc cuối cửa sổ bị đóng cưỡng bức với 0 kỳ funding và trọn phí — cố ý, thận trọng. | CỔNG GIỮ TỐI THIỂU 1.00× chi phí vòng: hai lối thoát vì LỢI SUẤT (đảo dấu, suy giảm) bị chặn cho tới khi vị thế hoàn lại chừng đó chi phí vào/ra. Lối thoát vì RỦI RO (mất chân hedge, basis vượt hạn, không định giá được) KHÔNG bị chặn. Nên một phần số kỳ giữ dưới đây là giữ NGƯỢC lại phán quyết của chính luật."
HYPEUSDT,hyperliquid_futures,bybit_spot,1694856033517,1789550433517,1096,364.99999967592595,0.3,6,0.02,0,48,2,2,1,1,50000,90,0.48505905172245006,1789548622867,8760,1,8754,0.09847491018276755,0.09847491027020087,0.004850590517224501,2,0.049237455091383775,0.04923745513510044,728,0.909184372858122,0,3752,5002,1,0,0,0,2,2,0,0,0,true,true,,"CHÂN SPOT KHÁC QUOTE: spot quote USDT ghép với perp quote USD theo khai báo hedge.quote_equivalents. Vị thế trung tính về coin nhưng CÒN MỞ rủi ro USDT/USD — không con số nào ở đây trừ khoản đó, và funding thu được tính bằng USD trong khi vốn spot nằm ở USDT. | Chi phí vào/ra định giá trên MỘT phép đo sổ lệnh (bybit_spot / hyperliquid_futures), giữ CỐ ĐỊNH suốt cửa sổ — độ sâu không backfill được, nên đây là tham số được NÊU chứ không phải đo từ quá khứ. | Sổ lệnh hôm nay không đại diện cho sổ lúc thị trường căng — mà đó đúng là lúc funding đảo chiều và vị thế phải thoát (PLAN §7.4 mục 2). Chi phí thoát thực tế cao hơn con số này. | Điều kiện thoát theo basis ĐƯỢC đánh giá từ nến 1h đã lưu (price_history). Giá dùng là nến ĐÃ ĐÓNG gần nhất tại hoặc trước mốc settle — không phải nến đang chứa mốc đó, vì giá đóng của nến ấy nằm ở TƯƠNG LAI so với quyết định — nên nó cũ tối đa 1 giờ. Chân nào không có nến trong 2 chu kỳ thì mốc đó vẫn báo không đánh giá được. Xem BasisEvaluable / BasisNotEvaluable. LƯU Ý chuỗi khác quote: basis đo được ở đây là basis theo coin CỘNG chênh USD/USDT, nên lối thoát basis trên chuỗi này một phần đang canh đúng rủi ro quote chưa ai trừ. | Giả định giữ 90 ngày để khấu hao chi phí, vốn 50000 mỗi vị thế, không tái đầu tư lãi. | Quyết định chạy trên mốc ĐÃ SETTLE, nên khi funding đảo dấu vị thế luôn TRẢ mốc âm đầu tiên rồi mới thoát ở đúng mốc đó — 'thoát ngay' nghĩa là ngay mốc kế, không phải trước nó. | Đường equity ghi nhận toàn bộ chi phí vòng lúc ĐÓNG; trong lúc giữ nó là số thô của một khoản chắc chắn phải trả. Lệnh vào ở mốc cuối cửa sổ bị đóng cưỡng bức với 0 kỳ funding và trọn phí — cố ý, thận trọng. | CỔNG GIỮ TỐI THIỂU 1.00× chi phí vòng: hai lối thoát vì LỢI SUẤT (đảo dấu, suy giảm) bị chặn cho tới khi vị thế hoàn lại chừng đó chi phí vào/ra. Lối thoát vì RỦI RO (mất chân hedge, basis vượt hạn, không định giá được) KHÔNG bị chặn. Nên một phần số kỳ giữ dưới đây là giữ NGƯỢC lại phán quyết của chính luật."
HYPEUSDT,kraken_futures,bybit_spot,1694856033517,1789550433517,1096,365,0.3,6,0.02,0,48,2,2,1,1,50000,90,0.45929534473034095,1789548622867,8753,5,8597,0.052987852613831404,0.05298785261383141,0.014205524612252501,2,0.026493926306915702,0.026493926306915706,1218,0.643829242759102,0,169,8583,0,0,0,0,2,2,0,0,0,true,true,,"CHÂN SPOT KHÁC QUOTE: spot quote USDT ghép với perp quote USD theo khai báo hedge.quote_equivalents. Vị thế trung tính về coin nhưng CÒN MỞ rủi ro USDT/USD — không con số nào ở đây trừ khoản đó, và funding thu được tính bằng USD trong khi vốn spot nằm ở USDT. | Chi phí vào/ra định giá trên MỘT phép đo sổ lệnh (bybit_spot / kraken_futures), giữ CỐ ĐỊNH suốt cửa sổ — độ sâu không backfill được, nên đây là tham số được NÊU chứ không phải đo từ quá khứ. | Sổ lệnh hôm nay không đại diện cho sổ lúc thị trường căng — mà đó đúng là lúc funding đảo chiều và vị thế phải thoát (PLAN §7.4 mục 2). Chi phí thoát thực tế cao hơn con số này. | Điều kiện thoát theo basis ĐƯỢC đánh giá từ nến 1h đã lưu (price_history). Giá dùng là nến ĐÃ ĐÓNG gần nhất tại hoặc trước mốc settle — không phải nến đang chứa mốc đó, vì giá đóng của nến ấy nằm ở TƯƠNG LAI so với quyết định — nên nó cũ tối đa 1 giờ. Chân nào không có nến trong 2 chu kỳ thì mốc đó vẫn báo không đánh giá được. Xem BasisEvaluable / BasisNotEvaluable. LƯU Ý chuỗi khác quote: basis đo được ở đây là basis theo coin CỘNG chênh USD/USDT, nên lối thoát basis trên chuỗi này một phần đang canh đúng rủi ro quote chưa ai trừ. | Giả định giữ 90 ngày để khấu hao chi phí, vốn 50000 mỗi vị thế, không tái đầu tư lãi. | Quyết định chạy trên mốc ĐÃ SETTLE, nên khi funding đảo dấu vị thế luôn TRẢ mốc âm đầu tiên rồi mới thoát ở đúng mốc đó — 'thoát ngay' nghĩa là ngay mốc kế, không phải trước nó. | Đường equity ghi nhận toàn bộ chi phí vòng lúc ĐÓNG; trong lúc giữ nó là số thô của một khoản chắc chắn phải trả. Lệnh vào ở mốc cuối cửa sổ bị đóng cưỡng bức với 0 kỳ funding và trọn phí — cố ý, thận trọng. | CỔNG GIỮ TỐI THIỂU 1.00× chi phí vòng: hai lối thoát vì LỢI SUẤT (đảo dấu, suy giảm) bị chặn cho tới khi vị thế hoàn lại chừng đó chi phí vào/ra. Lối thoát vì RỦI RO (mất chân hedge, basis vượt hạn, không định giá được) KHÔNG bị chặn. Nên một phần số kỳ giữ dưới đây là giữ NGƯỢC lại phán quyết của chính luật."
HYPEUSDT,okx_futures,bybit_spot,1694856033517,1789550433517,1096,100.33333333333333,0.3,6,0.02,0,48,2,2,1,1,50000,90,0.46803309343420574,1789548622867,301,1,251,0.0071616622598643246,0.02605322317126723,0.004680330934342058,2,0.0035808311299321623,0.013026611585633615,85,0.7649402390438247,0,22,279,0,0,0,0,2,2,0,0,0,true,true,,"Chi phí vào/ra định giá trên MỘT phép đo sổ lệnh (bybit_spot / okx_futures), giữ CỐ ĐỊNH suốt cửa sổ — độ sâu không backfill được, nên đây là tham số được NÊU chứ không phải đo từ quá khứ. | Sổ lệnh hôm nay không đại diện cho sổ lúc thị trường căng — mà đó đúng là lúc funding đảo chiều và vị thế phải thoát (PLAN §7.4 mục 2). Chi phí thoát thực tế cao hơn con số này. | Điều kiện thoát theo basis ĐƯỢC đánh giá từ nến 1h đã lưu (price_history). Giá dùng là nến ĐÃ ĐÓNG gần nhất tại hoặc trước mốc settle — không phải nến đang chứa mốc đó, vì giá đóng của nến ấy nằm ở TƯƠNG LAI so với quyết định — nên nó cũ tối đa 1 giờ. Chân nào không có nến trong 2 chu kỳ thì mốc đó vẫn báo không đánh giá được. Xem BasisEvaluable / BasisNotEvaluable. | Giả định giữ 90 ngày để khấu hao chi phí, vốn 50000 mỗi vị thế, không tái đầu tư lãi. | Quyết định chạy trên mốc ĐÃ SETTLE, nên khi funding đảo dấu vị thế luôn TRẢ mốc âm đầu tiên rồi mới thoát ở đúng mốc đó — 'thoát ngay' nghĩa là ngay mốc kế, không phải trước nó. | Đường equity ghi nhận toàn bộ chi phí vòng lúc ĐÓNG; trong lúc giữ nó là số thô của một khoản chắc chắn phải trả. Lệnh vào ở mốc cuối cửa sổ bị đóng cưỡng bức với 0 kỳ funding và trọn phí — cố ý, thận trọng. | CỔNG GIỮ TỐI THIỂU 1.00× chi phí vòng: hai lối thoát vì LỢI SUẤT (đảo dấu, suy giảm) bị chặn cho tới khi vị thế hoàn lại chừng đó chi phí vào/ra. Lối thoát vì RỦI RO (mất chân hedge, basis vượt hạn, không định giá được) KHÔNG bị chặn. Nên một phần số kỳ giữ dưới đây là giữ NGƯỢC lại phán quyết của chính luật."
